names	tissues	correlation	ontology	similarity.measure	expr.distance	status
SRR815542_Prostate	Prostate	0.739553984348238	Cosine	Spearman	Spearman	Original
SRR815711_Liver	Liver	0.756543518527302	Cosine	Spearman	Spearman	Original
SRR815845_Prostate	Prostate	0.0390872627412995	Cosine	Spearman	Spearman	Original
SRR816096_Colon_Transverse	Colon	0.420640766994249	Cosine	Spearman	Spearman	Original
SRR816794_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR816818_Prostate	Prostate	0.0390872627412995	Cosine	Spearman	Spearman	Original
SRR816892_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR816969_Prostate	Prostate	0.739553984348238	Cosine	Spearman	Spearman	Original
SRR818523_Colon_Transverse	Colon	0.579948009276494	Cosine	Spearman	Spearman	Original
SRR818749_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR819486_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR819690_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR819867_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR820186_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR820234_Prostate	Prostate	0.0390872627412995	Cosine	Spearman	Spearman	Original
SRR821043_Liver	Liver	0.756543518527302	Cosine	Spearman	Spearman	Original
SRR821148_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR821176_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR821207_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR821356_Kidney_Cortex	Kidney	0.75542170795445	Cosine	Spearman	Spearman	Original
SRR1069141_Liver	Liver	0.0691509716231457	Cosine	Spearman	Spearman	Original
SRR1069209_Prostate	Prostate	0.804489937743745	Cosine	Spearman	Spearman	Original
SRR1069279_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR1069514_Prostate	Prostate	0.0390872627412995	Cosine	Spearman	Spearman	Original
SRR1069850_Colon_Transverse	Colon	0.538487232070256	Cosine	Spearman	Spearman	Original
SRR1069943_Colon_Sigmoid	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1069991_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1070689_Liver	Liver	0.756543518527302	Cosine	Spearman	Spearman	Original
SRR1070863_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR1070960_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR1071668_Liver	Liver	0.756543518527302	Cosine	Spearman	Spearman	Original
SRR1071807_Kidney_Cortex	Kidney	0.75542170795445	Cosine	Spearman	Spearman	Original
SRR1072578_Colon_Transverse	Colon	0.579948009276494	Cosine	Spearman	Spearman	Original
SRR1073069_Prostate	Prostate	0.739553984348238	Cosine	Spearman	Spearman	Original
SRR1073217_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1073267_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR1073341_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR1073435_Liver	Liver	0.756543518527302	Cosine	Spearman	Spearman	Original
SRR1073655_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1073899_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1073971_Colon_Transverse	Colon	0.420640766994249	Cosine	Spearman	Spearman	Original
SRR1074189_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR1074239_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1074314_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1074337_Colon_Sigmoid	Colon	0.420640766994249	Cosine	Spearman	Spearman	Original
SRR1074410_Prostate	Prostate	0.0390872627412995	Cosine	Spearman	Spearman	Original
SRR1074694_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR1075078_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1075102_Liver	Liver	0.756543518527302	Cosine	Spearman	Spearman	Original
SRR1075126_Prostate	Prostate	0.0390872627412995	Cosine	Spearman	Spearman	Original
SRR1075530_Prostate	Prostate	0.0390872627412995	Cosine	Spearman	Spearman	Original
SRR1075729_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1075804_Liver	Liver	0.756543518527302	Cosine	Spearman	Spearman	Original
SRR1076022_Liver	Liver	0.756543518527302	Cosine	Spearman	Spearman	Original
SRR1076120_Prostate	Prostate	0.691232969613731	Cosine	Spearman	Spearman	Original
SRR1076753_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR1076940_Colon_Transverse	Colon	0.420640766994249	Cosine	Spearman	Spearman	Original
SRR1077066_Colon_Transverse	Colon	0.420640766994249	Cosine	Spearman	Spearman	Original
SRR1077380_Colon_Sigmoid	Colon	0.420640766994249	Cosine	Spearman	Spearman	Original
SRR1077429_Prostate	Prostate	0.283431339639793	Cosine	Spearman	Spearman	Original
SRR1077667_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1078164_Prostate	Prostate	0.691232969613731	Cosine	Spearman	Spearman	Original
SRR1078278_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1078684_Prostate	Prostate	0.739553984348238	Cosine	Spearman	Spearman	Original
SRR1078855_Prostate	Prostate	0.0390872627412995	Cosine	Spearman	Spearman	Original
SRR1078948_Colon_Transverse	Colon	0.538487232070256	Cosine	Spearman	Spearman	Original
SRR1079567_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1080117_Liver	Liver	0.756543518527302	Cosine	Spearman	Spearman	Original
SRR1080222_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1080294_Liver	Liver	0.756543518527302	Cosine	Spearman	Spearman	Original
SRR1080318_Prostate	Prostate	0.804489937743745	Cosine	Spearman	Spearman	Original
SRR1080366_Kidney_Cortex	Kidney	0.75542170795445	Cosine	Spearman	Spearman	Original
SRR1080696_Prostate	Prostate	0.691232969613731	Cosine	Spearman	Spearman	Original
SRR1080951_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1081068_Colon_Sigmoid	Colon	0.420640766994249	Cosine	Spearman	Spearman	Original
SRR1081116_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1081184_Liver	Liver	0.756543518527302	Cosine	Spearman	Spearman	Original
SRR1081332_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1081493_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1081789_Prostate	Prostate	0.739553984348238	Cosine	Spearman	Spearman	Original
SRR1081813_Colon_Transverse	Colon	0.579948009276494	Cosine	Spearman	Spearman	Original
SRR1082151_Liver	Liver	0.0691509716231457	Cosine	Spearman	Spearman	Original
SRR1082238_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1082496_Prostate	Prostate	0.0390872627412995	Cosine	Spearman	Spearman	Original
SRR1082909_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR1083031_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR1083125_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1083456_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1083504_Colon_Sigmoid	Colon	0.420640766994249	Cosine	Spearman	Spearman	Original
SRR1083678_Colon_Sigmoid	Colon	0.538487232070256	Cosine	Spearman	Spearman	Original
SRR1083732_Prostate	Prostate	0.739553984348238	Cosine	Spearman	Spearman	Original
SRR1083868_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1083983_Liver	Liver	0.756543518527302	Cosine	Spearman	Spearman	Original
SRR1084505_Colon_Sigmoid	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1085235_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1085259_Colon_Transverse	Colon	0.579948009276494	Cosine	Spearman	Spearman	Original
SRR1085687_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR1085759_Kidney_Cortex	Kidney	0.75542170795445	Cosine	Spearman	Spearman	Original
SRR1086020_Colon_Sigmoid	Colon	0.420640766994249	Cosine	Spearman	Spearman	Original
SRR1086164_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1086256_Liver	Liver	0.756543518527302	Cosine	Spearman	Spearman	Original
SRR1086441_Prostate	Prostate	0.739553984348238	Cosine	Spearman	Spearman	Original
SRR1086514_Prostate	Prostate	0.0390872627412995	Cosine	Spearman	Spearman	Original
SRR1086869_Prostate	Prostate	0.283431339639793	Cosine	Spearman	Spearman	Original
SRR1087007_Liver	Liver	0.756543518527302	Cosine	Spearman	Spearman	Original
SRR1087271_Colon_Sigmoid	Colon	0.420640766994249	Cosine	Spearman	Spearman	Original
SRR1087321_Liver	Liver	0.0691509716231457	Cosine	Spearman	Spearman	Original
SRR1087704_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1087752_Colon_Transverse	Colon	0.538487232070256	Cosine	Spearman	Spearman	Original
SRR1088044_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR1088808_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR1089207_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1089446_Liver	Liver	0.756543518527302	Cosine	Spearman	Spearman	Original
SRR1089504_Kidney_Cortex	Kidney	0.852413424269537	Cosine	Spearman	Spearman	Original
SRR1089809_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR1089926_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR1090095_Liver	Liver	0.756543518527302	Cosine	Spearman	Spearman	Original
SRR1090119_Colon_Transverse	Colon	0.538487232070256	Cosine	Spearman	Spearman	Original
SRR1090334_Colon_Transverse	Colon	0.420640766994249	Cosine	Spearman	Spearman	Original
SRR1090383_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1090431_Colon_Sigmoid	Colon	0.420640766994249	Cosine	Spearman	Spearman	Original
SRR1090556_Liver	Liver	0.756543518527302	Cosine	Spearman	Spearman	Original
SRR1090626_Colon_Transverse	Colon	0.538487232070256	Cosine	Spearman	Spearman	Original
SRR1090770_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR1090815_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR1091054_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1091524_Colon_Sigmoid	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1091645_Prostate	Prostate	0.0390872627412995	Cosine	Spearman	Spearman	Original
SRR1091865_Liver	Liver	0.756543518527302	Cosine	Spearman	Spearman	Original
SRR1091990_Prostate	Prostate	0.0390872627412995	Cosine	Spearman	Spearman	Original
SRR1092397_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1092444_Prostate	Prostate	0.283431339639793	Cosine	Spearman	Spearman	Original
SRR1092468_Prostate	Prostate	0.0390872627412995	Cosine	Spearman	Spearman	Original
SRR1092493_Colon_Sigmoid	Colon	0.420640766994249	Cosine	Spearman	Spearman	Original
SRR1092567_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR1092636_Prostate	Prostate	0.0390872627412995	Cosine	Spearman	Spearman	Original
SRR1092749_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1092913_Prostate	Prostate	0.0390872627412995	Cosine	Spearman	Spearman	Original
SRR1093075_Prostate	Prostate	0.739553984348238	Cosine	Spearman	Spearman	Original
SRR1093366_Colon_Sigmoid	Colon	0.420640766994249	Cosine	Spearman	Spearman	Original
SRR1093697_Prostate	Prostate	0.0390872627412995	Cosine	Spearman	Spearman	Original
SRR1093861_Liver	Liver	0.0691509716231457	Cosine	Spearman	Spearman	Original
SRR1095383_Liver	Liver	0.756543518527302	Cosine	Spearman	Spearman	Original
SRR1095675_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1095792_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR1095913_Liver	Liver	0.0691509716231457	Cosine	Spearman	Spearman	Original
SRR1095937_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR1096081_Prostate	Prostate	0.691232969613731	Cosine	Spearman	Spearman	Original
SRR1096924_Colon_Transverse	Colon	0.420640766994249	Cosine	Spearman	Spearman	Original
SRR1097344_Prostate	Prostate	0.0390872627412995	Cosine	Spearman	Spearman	Original
SRR1097525_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1097708_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1097811_Colon_Transverse	Colon	0.579948009276494	Cosine	Spearman	Spearman	Original
SRR1097905_Prostate	Prostate	0.0390872627412995	Cosine	Spearman	Spearman	Original
SRR1098002_Colon_Transverse	Colon	0.579948009276494	Cosine	Spearman	Spearman	Original
SRR1098098_Colon_Transverse	Colon	0.420640766994249	Cosine	Spearman	Spearman	Original
SRR1098660_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1098686_Prostate	Prostate	0.0390872627412995	Cosine	Spearman	Spearman	Original
SRR1098737_Liver	Liver	0.756543518527302	Cosine	Spearman	Spearman	Original
SRR1099354_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1099402_Prostate	Prostate	0.739553984348238	Cosine	Spearman	Spearman	Original
SRR1099451_Colon_Transverse	Colon	0.420640766994249	Cosine	Spearman	Spearman	Original
SRR1099520_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR1099765_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1099931_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1100395_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1100991_Liver	Liver	0.756543518527302	Cosine	Spearman	Spearman	Original
SRR1101280_Colon_Transverse	Colon	0.206984422867488	Cosine	Spearman	Spearman	Original
SRR1101741_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1101883_Liver	Liver	0.756543518527302	Cosine	Spearman	Spearman	Original
SRR1102152_Liver	Liver	0.0691509716231457	Cosine	Spearman	Spearman	Original
SRR1102176_Colon_Transverse	Colon	0.420640766994249	Cosine	Spearman	Spearman	Original
SRR1102198_Colon_Sigmoid	Colon	0.420640766994249	Cosine	Spearman	Spearman	Original
SRR1102224_Colon_Sigmoid	Colon	0.420640766994249	Cosine	Spearman	Spearman	Original
SRR1102899_Liver	Liver	0.0691509716231457	Cosine	Spearman	Spearman	Original
SRR1102998_Colon_Sigmoid	Colon	0.420640766994249	Cosine	Spearman	Spearman	Original
SRR1103072_Colon_Transverse	Colon	0.420640766994249	Cosine	Spearman	Spearman	Original
SRR1105033_Colon_Transverse	Colon	0.538487232070256	Cosine	Spearman	Spearman	Original
SRR1105248_Liver	Liver	0.756543518527302	Cosine	Spearman	Spearman	Original
SRR1105272_Kidney_Cortex	Kidney	0.75542170795445	Cosine	Spearman	Spearman	Original
SRR1105441_Prostate	Prostate	0.739553984348238	Cosine	Spearman	Spearman	Original
SRR1120733_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1120891_Colon_Transverse	Colon	0.225451300242604	Cosine	Spearman	Spearman	Original
SRR1120939_Liver	Liver	0.756543518527302	Cosine	Spearman	Spearman	Original
SRR1308269_Colon_Sigmoid	Colon	0.420640766994249	Cosine	Spearman	Spearman	Original
SRR1308715_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR1308860_Prostate	Prostate	0.739553984348238	Cosine	Spearman	Spearman	Original
SRR1309578_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR1309657_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR1310433_Liver	Liver	0.0691509716231457	Cosine	Spearman	Spearman	Original
SRR1310758_Thyroid	Thyroid	0.941927500651504	Cosine	Spearman	Spearman	Original
SRR1310876_Colon_Transverse	Colon	0.420640766994249	Cosine	Spearman	Spearman	Original
