Sample	PC1	PC2	PC3	PC4	studyName	sampleType	tissueType	tissueType_2	tumorStatus_2	deseq2_normalization
51	SRR654969_Thyroid	0.0324947941158613	-0.0271888690898383	0.0105597924910379	0.0269075916143115	GTEx	Thyroid	Thyroid	Thyroid	Normal	2.28095384075601
52	SRR655076_Thyroid	0.0346767582396707	-0.00129235823336109	0.008303447908678	0.0244317602606156	GTEx	Thyroid	Thyroid	Thyroid	Normal	0.281061549582366
53	SRR658009_Thyroid	0.037008663202607	-0.0217154052810502	0.0177937464583502	0.0155963824252081	GTEx	Thyroid	Thyroid	Thyroid	Normal	0.995044178180178
54	SRR655780_Thyroid	0.0378403819192886	-0.0166193163808742	0.00976840537670965	0.0208046365584784	GTEx	Thyroid	Thyroid	Thyroid	Normal	0.877795597139108
55	SRR655495_Thyroid	0.0325261782146767	-0.0173667737023195	0.0176804880497898	0.0165347338200648	GTEx	Thyroid	Thyroid	Thyroid	Normal	2.06805118803167
56	SRR656035_Thyroid	0.039308721162233	-0.0226735071832501	0.0169162615732437	0.0134717265407729	GTEx	Thyroid	Thyroid	Thyroid	Normal	2.8729791506743
57	SRR657821_Thyroid	0.0328108821163402	-0.0152371334242397	0.0147738461939388	0.0159037640710971	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.42097015842516
58	SRR657809_Prostate	-0.00908503652865004	-0.0108177746366754	-0.00913568515100494	-0.0158744578037972	GTEx	Prostate	Prostate	Prostate	Normal	0.634862058661945
59	SRR655277_Thyroid	0.0356508135570634	-0.0239590854969018	0.0102224855871179	0.0239820167763327	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.41005182273565
60	SRR656191_Thyroid	0.0355448116290697	-0.0241838312306878	0.00581717729160021	0.017712684488537	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.02566321547078
61	SRR658021_Thyroid	0.0429458750418272	-0.0166125391393086	0.0120665052838455	0.0187460376401244	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.26484339963127
62	SRR658117_Thyroid	0.0372595754833352	-0.0119322516981447	0.0127084675340887	0.0226210264502866	GTEx	Thyroid	Thyroid	Thyroid	Normal	0.53557514311068
63	SRR656469_Thyroid	0.0380492220657706	-0.0197656600857991	0.00983009105809988	0.0252507445368941	GTEx	Thyroid	Thyroid	Thyroid	Normal	2.00849250054727
64	SRR656528_Thyroid	0.031329485264733	-0.0213259533572144	0.0135583210828342	0.0057401796959622	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.20392713282473
65	SRR656373_Thyroid	0.0277211854959174	-0.0145640384662711	0.00571165676404587	0.00423561603601038	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.0598360529851
66	SRR657101_Thyroid	0.0342118516728337	-0.00569134308023614	0.0137367818020592	0.0115899176184015	GTEx	Thyroid	Thyroid	Thyroid	Normal	0.450423188458435
67	SRR657360_Thyroid	0.0355733450909064	-0.0226624057794579	0.0138727919997811	0.0106913894704757	GTEx	Thyroid	Thyroid	Thyroid	Normal	0.90928880688896
68	SRR657372_Thyroid	0.0317948464184014	-0.015788222210822	0.0123644724720059	0.0177784514937025	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.40394226742038
69	SRR657420_Thyroid	0.037745369538874	-0.0246730382296323	0.0168834430434213	0.0126251246524888	GTEx	Thyroid	Thyroid	Thyroid	Normal	2.15993106232146
70	SRR657845_Thyroid	0.0428169878624631	-0.00524649461396721	0.0134077797320881	0.0214912865861502	GTEx	Thyroid	Thyroid	Thyroid	Normal	0.867999244164831
71	SRR658573_Thyroid	0.0367352504309271	-0.0209335507626448	0.0097457464779303	0.0280687834183008	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.56051848991827
72	SRR659649_Liver	0.0256056630613047	0.0196821045783661	-0.00227556977930508	-0.0403331717631548	GTEx	Liver	Liver	Liver	Normal	0.910230839110511
73	SRR659744_Thyroid	0.0363576855992097	-0.0267560116050452	0.01037332030929	0.0198144188481991	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.37622392594186
74	SRR659578_Thyroid	0.0336825451697324	-0.0236821306464982	0.00453457401530679	0.0254301907566132	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.52570943125005
75	SRR659133_Thyroid	0.0139681152266466	-0.00414339580998089	0.0226304870448907	0.0132769226432003	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.891190533648
76	SRR659923_Thyroid	0.031040565272383	-0.022763820174035	0.0122904587396749	0.0251085456079097	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.9375649726226
77	SRR659947_Thyroid	0.033025962023517	-0.0263872156372999	0.0109213171231645	0.0071456437360884	GTEx	Thyroid	Thyroid	Thyroid	Normal	2.20598019124226
78	SRR659851_Thyroid	0.0386566618709793	-0.0183875628174437	0.0117538955323933	0.0253510961683345	GTEx	Thyroid	Thyroid	Thyroid	Normal	0.814615948196806
79	SRR659259_Thyroid	0.0283519340526348	-0.00846295438142989	0.00564530401590348	-0.00345211754419315	GTEx	Thyroid	Thyroid	Thyroid	Normal	0.532007965245157
80	SRR660079_Thyroid	0.0367497729186573	-0.0241542038234841	0.00527885968596489	0.023356203146206	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.11813084525456
81	SRR660212_Thyroid	0.0388605468395773	-0.0179602481449613	0.0132671234959138	0.0146030777332852	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.41180417508406
82	SRR660236_Thyroid	0.0245509549601492	0.000590348406882955	0.0259292798380392	0.0132609382501658	GTEx	Thyroid	Thyroid	Thyroid	Normal	0.850978127134268
83	SRR660438_Thyroid	0.0398833330699205	-0.0180781704976919	0.0131843226855093	0.0217884381121055	GTEx	Thyroid	Thyroid	Thyroid	Normal	0.904982303651982
84	SRR665646_Thyroid	0.036324189376882	-0.0192874485776303	0.00641022838822576	0.0224030373672118	GTEx	Thyroid	Thyroid	Thyroid	Normal	0.293224712899539
85	SRR665490_Thyroid	0.0374268309513386	-0.0205709420052204	0.0119032005212727	0.0187092445209293	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.84930118686858
86	SRR661052_Prostate	-0.0139318729320176	0.00117722832241885	-0.00474132958902562	-0.0227792563531104	GTEx	Prostate	Prostate	Prostate	Normal	1.05682158013548
87	SRR663368_Thyroid	0.0400737226369435	-0.0138146324816596	0.0192797388915961	0.0162521608517987	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.09011261744604
88	SRR663380_Thyroid	0.0412876332016978	-0.0243223834469621	0.0178131066947498	0.0135575718570202	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.49803591158488
89	SRR663392_Thyroid	0.0298995738076265	-0.0242222916003587	0.00820557072400342	0.0167165597280002	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.51331048885065
90	SRR661409_Thyroid	0.033838916909073	-0.012130952897055	0.0118302978936987	0.0157272551358824	GTEx	Thyroid	Thyroid	Thyroid	Normal	0.394495668306637
91	SRR661493_Thyroid	0.0339243376460413	-0.00977733422762832	0.0145785187479271	0.0114883174598107	GTEx	Thyroid	Thyroid	Thyroid	Normal	0.313758854786276
92	SRR661711_Thyroid	0.0419054125685691	-0.0173568315365567	0.0116710411975562	0.019107792695348	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.25657184625762
93	SRR661794_Thyroid	0.0327032880168793	-0.00335093638092732	0.0224600062124847	0.0116217539148801	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.0970278836346
94	SRR663149_Thyroid	0.0358085288360897	-0.02837978184384	0.00841529470663254	0.025114826973047	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.5713302976065
95	SRR662510_Thyroid	0.0318427557526855	-0.0264257110558997	0.00324600540257799	0.0278244216799898	GTEx	Thyroid	Thyroid	Thyroid	Normal	2.01697063829042
96	SRR663795_Thyroid	0.0348460426883169	-0.01300535429101	0.0214990505130683	0.0293311977694688	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.21116957625561
97	SRR807751_Colon_Transverse	-0.0396152630858143	0.00302200664587631	0.0538471947210415	0.00709446917007234	GTEx	Colon_Transverse	Colon	Colon	Normal	1.45878921867453
98	SRR807799_Thyroid	0.0368834415846461	-0.0192572823233664	0.00710686188675899	0.0237075748002324	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.71108147206279
99	SRR807971_Liver	0.0267402068128205	0.0417261525981332	0.00689707020328562	-0.0447100196337016	GTEx	Liver	Liver	Liver	Normal	0.869049588232877
100	SRR807995_Liver	0.0197954686213565	0.0372964296261765	0.0069797961164206	-0.0394276957654949	GTEx	Liver	Liver	Liver	Normal	0.606835672038064
101	SRR808638_Colon_Transverse	-0.0329115362367355	-0.0141857366774085	0.0399012287716622	-0.00942378444482458	GTEx	Colon_Transverse	Colon	Colon	Normal	1.02434107476391
102	SRR808658_Thyroid	0.0398696410227301	-0.0146083042953957	0.0177516336572464	0.0188511170320286	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.7723964719273
103	SRR808886_Thyroid	0.0371799777078974	-0.0156507201260431	0.0175719528667076	0.00866999338194667	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.34298684912926
104	SRR809043_Thyroid	0.033818256411499	-0.0140011023260378	0.0159294382855833	0.00264958480864195	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.46337994314956
105	SRR809503_Thyroid	0.0325049618292048	-0.0242183338295794	0.00570147499145742	0.0188259297403961	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.86241923920231
106	SRR809565_Colon_Transverse	-0.0378098432993045	-0.000175525954231835	0.040990461886562	0.00336598691239071	GTEx	Colon_Transverse	Colon	Colon	Normal	1.79715514397724
107	SRR809943_Kidney_Cortex	-0.00667680430210279	0.0111424512834317	-0.039974327399046	0.0157558265154816	GTEx	Kidney_Cortex	Kidney	Kidney	Normal	0.707668702383454
108	SRR810007_Kidney_Cortex	-0.0130938261159525	0.0153675738170943	-0.0294596821981743	0.0103512426162237	GTEx	Kidney_Cortex	Kidney	Kidney	Normal	1.43196674321654
109	SRR810153_Colon_Transverse	-0.0411121006575638	-0.00187631344503303	0.0491148478187286	0.00767305814681294	GTEx	Colon_Transverse	Colon	Colon	Normal	1.48700909772693
110	SRR810343_Thyroid	0.0330296249448368	-0.0118892982278234	0.0170439688736732	0.00769682748860124	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.94505481286153
111	SRR810805_Thyroid	0.0389171866088277	-0.0203737054504723	0.0136608777191388	0.0243540524461102	GTEx	Thyroid	Thyroid	Thyroid	Normal	2.0026855360965
112	SRR812270_Thyroid	0.0354535005208576	-0.0195405710308326	0.0191070049326742	0.0230256533256016	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.93430045410474
113	SRR812697_Colon_Transverse	-0.0409199139228906	-0.0121825039273086	0.0437348025693493	0.0101137444936436	GTEx	Colon_Transverse	Colon	Colon	Normal	1.67740103895455
114	SRR812721_Colon_Transverse	-0.0401632322380097	-0.0122420239911445	0.0457066511301806	0.00218196136441351	GTEx	Colon_Transverse	Colon	Colon	Normal	1.60236944509538
115	SRR813108_Prostate	0.000932491512335563	-0.0117286841977558	-0.00112576362215919	-0.0384093950114068	GTEx	Prostate	Prostate	Prostate	Normal	1.43316313658069
116	SRR813529_Colon_Transverse	-0.0393726239079469	-0.0169651223958306	0.0340185389093127	0.00117990618542223	GTEx	Colon_Transverse	Colon	Colon	Normal	1.95137430029939
117	SRR813848_Thyroid	0.0155701598846976	-0.0067142919718586	0.0216758098642817	0.000571039888652317	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.01512480162592
118	SRR814108_Colon_Transverse	-0.0342222035858551	-0.0156593625565175	0.0346556788276344	-0.00709014836925117	GTEx	Colon_Transverse	Colon	Colon	Normal	1.54493095243435
119	SRR814919_Thyroid	0.0378255134209769	-0.0143514382984197	0.0129543340446037	0.0263931541973778	GTEx	Thyroid	Thyroid	Thyroid	Normal	1.51180928643895
120	SRR815140_Liver	0.0233685872626063	0.0465295174995664	0.00443598755472182	-0.0409145206263074	GTEx	Liver	Liver	Liver	Normal	0.785248970287572
121	SRR815280_Prostate	-0.0118676569303386	0.0110688888472396	0.00490459261661321	-0.0297164176452492	GTEx	Prostate	Prostate	Prostate	Normal	1.7902954957539
122	SRR815542_Prostate	-0.00854920293194303	0.00647377230300685	0.00462213488400851	-0.0323223920437691	GTEx	Prostate	Prostate	Prostate	Normal	1.78362032532433
123	SRR815711_Liver	0.026763642641265	0.0478204037351196	0.00943656763847725	-0.035437042864791	GTEx	Liver	Liver	Liver	Normal	0.926254999115038
124	SRR815845_Prostate	-0.0113085085999768	-0.0011161123011129	0.00334550745711365	-0.0250891014749204	GTEx	Prostate	Prostate	Prostate	Normal	1.49215424828587
125	SRR816096_Colon_Transverse	-0.0195875799234299	-0.0399615314123492	0.000903288863808336	-0.0376040609945381	GTEx	Colon_Transverse	Colon	Colon	Normal	1.71792986846635
126	SRR816794_Colon_Transverse	-0.0368464250703005	0.00899884202290253	0.0568464922737718	0.011321102604732	GTEx	Colon_Transverse	Colon	Colon	Normal	1.37862944968562
